Date	Client File Number	Client File Merge	Bus Tickets (Number of)	Notes of Service	Food Provided for	Food Pounds	Clothing Items	Diapers	School Kits	Hygiene Kits	Referrals	Financial Support	Type of Bill Paid	Payer of Support	Field1	Field2	Field3
7/27/2005	588	20588					1					0.00					
8/3/2005	588	20588					2					0.00					
1/7/2019	588	0			2	19	4					0.00					
4/17/2002	589	20589			1												
6/13/2002	589	20589		"clothing; underwear, socks"	1												
11/5/2002	589	20589					4					0.00					
4/25/2002	590	20590			1												
2/19/2019	590	0			1	18	1					0.00					
11/19/2001	591	20591			1												
8/14/1999	592	20592		clothing	4												
12/14/1999	592	20592		toiletries	3												
1/11/2000	592	20592			3												
3/20/2000	592	20592		"clothing, 2 school kits, hygiene items"	3												
3/28/2000	592	20592			3												
10/27/2000	592	20592		"school kit, food and clothing"	3												
12/11/2000	592	20592		"clothing, hygiene kit"	3												
9/18/2001	592	20592		"clothing, hygiene, 2 school kits"	0												
4/26/2005	592	20592			4		15					0.00					
10/15/2001	593	20593			1												
10/16/2001	593	20593		clothing	0												
10/2/2000	594	20594		clothing	1												
3/26/2001	594	20594			2												
5/29/2001	594	20594			1												
7/3/2001	594	20594		clothing	1												
10/23/2001	594	20594		clothing	1												
4/22/2002	594	20594			1												
5/23/2002	594	20594			1												
8/26/2002	594	20594			1							0.00					
10/1/2002	594	20594			1							0.00					
10/24/2002	594	20594					6					0.00					
11/11/2002	594	20594			1							0.00					
12/30/2002	594	20594			1							0.00					
2/6/2003	594	20594			1		10					0.00					
3/25/2003	594	20594		food; clothing	1		5					0.00					
4/28/2003	594	20594			1							0.00					
6/16/2003	594	20594					5					0.00					
5/8/2008	594	0			1	10	6					0.00					
6/5/2008	594	0			1	10	5					0.00					
7/24/2008	594	0			1	10	5					0.00					
8/28/2008	594	0			1	10	4					0.00					
10/2/2008	594	0			1	10	10			1		0.00					
12/10/2008	594	0			1	10	5					0.00					
2/26/2009	594	0			1	10	11			1		0.00					
4/9/2009	594	0			1	10	6					0.00					
5/29/2009	594	0			1	10	12					0.00					
6/25/2009	594	0			1	10	2					0.00					
7/30/2009	594	0			1	10	2					0.00					
8/27/2009	594	0			1	10	4					0.00					
9/24/2009	594	0			1	10	1					0.00					
11/5/2009	594	0			1	10	11					0.00					
12/17/2009	594	0			1	10	7					0.00					
1/28/2010	594	0			1	10	8					0.00					
3/11/2010	594	0			1	10	3					0.00					
4/29/2010	594	0			1	10	4					0.00					
5/27/2010	594	0			1	10	2					0.00					
12/9/2010	594	0			1	15	5					0.00					
1/27/2011	594	0			1	15	10					0.00					
2/24/2011	594	0			1	15	5					0.00					
4/14/2011	594	0			1	15	4					0.00					
5/19/2011	594	0			1	15						0.00					
6/23/2011	594	0			1	15	1					0.00					
10/6/2011	594	0			1	15	3					0.00	Duke Power	Duke Memorial UMC--$272.00			
11/23/2011	594	0			1	15	3					0.00					
1/12/2012	594	0			1	15	4					0.00					
2/16/2012	594	0			1	15	4					0.00					
3/22/2012	594	0			1	15	4					0.00					
4/26/2012	594	0			1	15	4					0.00					
6/14/2012	594	0				0	2					0.00					
7/26/2012	594	0			1	15	3					0.00					
8/30/2012	594	0			1	15	6					0.00					
9/27/2012	594	0			1	15	3					0.00					
9/28/2012	594	0				0	3					0.00					
10/25/2012	594	0			1	15	2					0.00					
6/20/2013	594	0			1	15	5					0.00					
7/2/2001	595	20595			1												
9/14/2001	595	20595			1												
1/18/2002	595	20595		clothing	1												
8/1/2002	595	20595		food	1												
8/19/2002	595	20595		Food	1							0.00					
4/10/2000	596	20596			2												
11/12/2001	596	20596			4												
3/11/2002	598	20598			1												
1/2/1999	599	20599			1												
2/18/1999	599	20599		clothing	1												
3/25/1999	599	20599		clothing	1												
4/23/1999	599	20599			1												
5/20/1999	599	20599			1												
6/24/1999	599	20599			1												
7/29/1999	599	20599			1												
9/30/1999	599	20599			1												
10/28/1999	599	20599			1												
6/29/2000	599	20599		clothing	1												
8/24/2000	599	20599			1												
9/28/2000	599	20599		clothing	1												
10/12/2000	599	20599		clothing	1												
4/19/2001	599	20599		clothing	1												
9/18/2001	599	20599		clothing	0												
4/18/2002	599	20599		clothingg	1												
4/16/2002	600	20600			1												
9/29/1999	601	20601		clothing	4												
1/10/2002	601	20601		clothing	4												
3/26/2002	601	20601		clothing; hygiene kit	2												
5/18/2002	601	20601		clothing	2												
2/18/2003	601	20601			2		9					0.00					
7/24/2003	601	20601					10					0.00					
12/13/2001	602	20602		hygiene	1												
4/4/2002	602	20602		clothes	1												
1/15/1999	603	20603			1												
2/5/1999	603	20603			1												
2/22/1999	603	20603		clothing	0												
3/15/1999	603	20603		clothing	0												
4/16/2002	603	20603		"clothing, food"	1												
4/29/2003	603	20603			1							0.00					
11/19/2008	603	0				0	2			1		0.00					
12/17/2008	603	0				0	5					0.00					
3/2/2009	603	0				0	0					0.00					
3/24/2009	603	0			1	10				1		0.00					
5/6/2009	603	0			1	10						0.00					
6/10/2009	603	0			1	10	1					0.00					
8/26/2009	603	0			1	10	2					0.00					
10/14/2009	603	0			1	10	0					0.00					
12/9/2009	603	0			1	10						0.00					
2/24/2010	603	0				0	0					0.00					
8/18/2010	603	0			1	15	7					0.00					
12/29/2010	603	0				0	4					0.00					
1/26/2011	603	0				0	3			1		0.00					
2/2/2011	603	0				0	10			1		0.00					
3/26/2012	603	0			1	15	0					0.00					
4/11/2012	603	0				0	1					0.00					
5/21/2012	603	0			1	15	2					0.00					
6/20/2012	603	0				0	5			1		0.00					
8/30/2012	603	0			1	15	4					0.00					
9/10/2012	603	0			11	15	9					0.00	Phone bill	St. Philip's Episcopal--$50;  Mt.Sylvan--$54.20;			
10/24/2012	603	0				0	5					0.00					
11/28/2012	603	0			1	15	4					0.00					
10/15/2013	603	0			1	15	3					0.00					
1/6/2014	603	0			1	15						0.00					
2/12/2014	603	0			1	15	10					0.00					
12/9/2014	603	0			1	15	0					0.00					
8/12/2015	603	0			1	15	2					0.00					
1/17/2002	604	20604			2												
1/18/2002	604	20604		clothing	0												
1/22/2002	604	20604		clothing	0												
1/31/2002	604	20604			2												
2/28/2002	604	20604			2												
10/17/2002	604	20604		"food, clothes"	2		3					0.00					
12/21/2001	605	20605		clothing	4												
4/23/2002	606	20606		clothing	1												
6/19/2003	606	20606			1							0.00					
1/14/1999	607	20607		clothes	3												
10/18/2001	607	20607		clothes	2												
3/19/2007	607	20607			1	10						0.00					
2/13/2001	608	20608			1												
3/30/2001	608	20608			1												
6/10/2002	608	20608			1												
3/29/1999	609	20609			3												
9/26/2000	610	20610		clothing	4												
11/7/2000	610	20610		clothing	0												
5/24/2001	610	20610		clothing	4												
5/21/2002	610	20610		clothing	0												
1/21/2003	610	20610		"clothes, food"	3		7					0.00					
12/18/2003	610	20610			4		12			1		0.00					
7/26/2004	610	20610			4					1		0.00					
7/27/2004	610	20610					14					0.00					
1/25/2005	610	20610			4		13			1		0.00					
10/13/2005	610	20610			4		12					0.00					
5/18/2006	610	20610				0	7					0.00					
10/30/2007	610	0			4	25	14					0.00					
5/29/2008	610	0			4	25	7					0.00					
1/14/2000	611	20611			4												
2/26/2002	612	20612		clothing	2												
3/19/2002	612	20612		clothing	1												
5/7/2002	612	20612		clothing	1												
9/26/2002	612	20612					5					0.00					
10/23/2002	612	20612					7					0.00					
11/6/2002	612	20612					7					0.00					
2/6/2003	612	20612					4					0.00					
6/2/2003	612	20612			1		8					0.00					
8/5/2003	612	20612					6					0.00					
9/2/2003	612	20612					5					0.00					
10/15/2003	612	20612					4					0.00					
12/9/2003	612	20612		clothing			8					0.00					
6/2/2005	612	20612					9					0.00					
10/18/2005	612	20612					6					0.00					
12/13/2005	612	20612				0	5					0.00					
4/18/2006	612	20612				0	2					0.00					
6/2/2008	612	0			3	20	10					0.00					
6/19/2008	612	0				0	4					0.00					
7/14/2008	612	0				0	11					0.00					
9/4/2008	612	0				0	15					0.00					
12/22/2008	612	0			1	10	12			1		0.00					
1/22/2009	612	0				0	8			1		0.00					
2/19/2009	612	0			1	10	11					0.00					
2/24/2009	612	0			1	10	8					0.00					
3/11/2009	612	0				0	12					0.00					
3/16/2009	612	0				0	11					0.00					
3/25/2009	612	0				0						0.00					
4/8/2009	612	0			1	10	8			1		0.00					
4/9/2009	612	0			1	10						0.00					
5/6/2009	612	0				0	11					0.00					
6/22/2009	612	0			1	10	15					0.00					
6/24/2009	612	0			1	10	3					0.00					
7/27/2009	612	0			1	10	10					0.00					
8/27/2009	612	0				0	12					0.00					
9/9/2009	612	0				0	8					0.00					
9/23/2009	612	0			1	10	8					0.00					
10/8/2009	612	0				0	5					0.00					
10/13/2009	612	0			1	10	11					0.00					
10/28/2009	612	0				0	15					0.00					
11/10/2009	612	0				0	9					0.00					
2/11/2010	612	0			1	10	5					0.00					
3/31/2010	612	0			1	10	9					0.00					
4/15/2010	612	0			1	10	8					0.00					
5/13/2010	612	0				0	5					0.00					
6/3/2010	612	0				0	2					0.00					
6/10/2010	612	0			1	10						0.00					
6/29/2010	612	0				0	8					0.00					
7/22/2010	612	0			1	15	11					0.00					
10/20/2010	612	0			1	15	8					0.00					
9/22/2011	612	0				0	5					0.00					
10/13/2011	612	0			1	15	6					0.00					
12/28/2011	612	0			1	15	6					0.00					
2/17/2012	612	0				0	6			1		0.00					
3/19/2012	612	0			1	15	5					0.00					
5/24/2012	612	0			1	15	4					0.00					
6/1/2012	612	0				0	6					0.00					
6/15/2012	612	0				0	5					0.00					
7/31/2012	612	0			1	15	9					0.00					
9/20/2012	612	0			1	15	7					0.00					
2/21/2013	612	0			2	20	10					0.00					
3/25/2013	612	0			2	20	10					0.00					
4/25/2013	612	0			1	15	5					0.00					
5/28/2013	612	0			1	15	10					0.00					
7/17/2013	612	0			1	15	6					0.00					
1/29/2014	612	0			1	15	9					0.00					
8/12/2014	612	0			1	15	4					0.00					
12/9/2014	612	0			1	15	9					0.00					
2/11/2015	612	0			1	15	8					0.00					
3/3/2015	612	0				0	0					0.00					
6/4/2002	613	20613		clothing	2												
7/23/2002	613	20613			2							0.00					
8/20/2002	613	20613			2		4					0.00					
10/24/2002	613	20613			2		3					0.00					
7/24/2003	613	20613					3					0.00					
9/25/2003	613	20613					3					0.00					
11/6/2003	613	20613					6					0.00					
1/13/2004	613	20613		clothes; hygiene kit			10			1		0.00					
2/10/2004	613	20613		clothes			7					0.00					
4/22/2004	613	20613					3					0.00					
6/29/2004	613	20613					4					0.00					
8/17/2004	613	20613					2					0.00					
10/12/2004	613	20613					8					0.00					
4/26/2005	613	20613			2		3					0.00					
7/26/2005	613	20613					4					0.00					
6/8/2006	613	20613			1	10	2					0.00					
7/20/2006	613	20613			1	10	6					0.00					
10/12/2006	613	20613			1	10	7					0.00					
12/7/2006	613	20613			1	10						0.00					
1/25/2007	613	20613			1	10	6					0.00					
2/22/2007	613	20613			1	10	6					0.00					
3/29/2007	613	20613			1	10						0.00					
10/2/2007	613	0			1	10	8					0.00					
5/10/2001	614	20614		clothing	1												
12/13/2001	614	20614		clothing	1												
12/12/2002	614	20614			1							0.00					
4/25/2000	617	20617		clothing	2												
7/7/2001	618	20618		"rent help from McMannen, $100.00"	0												
6/3/2003	618	20618			1		4					0.00					
6/11/2003	618	20618		Financial assistance								272.00					
3/1/2001	619	20619			9												
4/9/2001	619	20619			9												
5/31/2001	619	20619		lots of clothing	9												
7/10/2001	619	20619			7												
8/23/2001	619	20619			7												
10/4/2001	619	20619			3												
11/15/2001	619	20619			8												
5/6/2002	620	20620			3												
3/29/2002	621	20621			3												
1/16/2018	621	0				0	0					0.00					
11/9/2001	622	20622		clothing	3												
11/19/1999	623	20623			4												
2/5/2002	623	20623			6												
11/18/2001	624	20624		clothing	0												
2/14/2002	624	20624		milk and clothing	0												
6/7/2001	625	20625		clothing	3												
2/14/2002	625	20625		clothing	4												
11/12/2002	626	20626			4							0.00					
8/17/2001	627	20627			5												
10/8/2001	627	20627		clothes	1												
8/13/2002	627	20627		Clothes			3					0.00					
8/27/2002	627	20627			1		3					0.00					
7/10/2003	627	20627			1		3					0.00					
1/31/2002	630	20630		clothing	4												
6/20/2002	631	20631		"snacks, referred for help with test strips"	0												
6/20/2002	633	20633			1												
11/26/2018	633	0				0	0					0.00					
6/20/2002	634	20634		"clothes, hygiene"	0												
6/20/2002	635	20635		clothing	2												
5/18/2001	637	20637		"clothing, hygiene"	1												
6/22/2001	637	20637			1												
7/23/2001	637	20637			1												
6/20/2002	637	20637		clothing	1												
6/5/2003	637	20637					12					0.00					
1/14/1999	638	20638		hygiene	0												
3/11/1999	638	20638		clothing	0												
6/17/1999	638	20638		clothing	0												
1/6/2000	638	20638		clothing	0												
3/26/2001	638	20638			1												
6/12/2001	638	20638		hygiene	1												
7/8/2001	638	20638			1												
11/20/2001	638	20638		hygiene	0												
12/17/2001	638	20638			1												
1/28/2002	638	20638			2												
1/31/2002	638	20638		clothing	3												
4/4/2002	638	20638		clothing	2												
4/30/2002	638	20638		hygiene	0												
6/20/2002	638	20638		clothing	2												
7/18/2002	638	20638			2		5					0.00					
11/5/2002	638	20638					2					0.00					
12/12/2002	638	20638			2							0.00					
1/28/2003	638	20638			2					1		0.00					
4/22/2003	638	20638			2		4			1		0.00					
5/22/2003	638	20638					2					0.00					
8/5/2003	638	20638			2		2					0.00					
9/9/2003	638	20638			2							0.00					
10/28/2003	638	20638								1		0.00					
2/24/2004	638	20638		clothes; food; hygiene kit	2		4			1		0.00					
4/29/2004	638	20638			2							0.00					
7/26/2004	638	20638			2							0.00					
6/20/2002	639	20639			3												
8/29/2002	639	20639			3							0.00					
10/8/2002	639	20639			1							0.00					
6/20/2002	642	20642		clothes	0												
6/20/2002	643	20643			4												
5/21/2002	644	20644		Duke Memorial helpedwith $100	1												
6/20/2002	644	20644			1												
8/19/2002	644	20644		Food	1							0.00					
9/16/2002	644	20644										104.20					
10/14/2002	644	20644			1							0.00					
1/29/1999	646	20646		shoes	1												
2/22/1999	646	20646			1												
3/26/1999	646	20646			1												
4/15/1999	646	20646		clothes	0												
4/23/1999	646	20646			1												
5/21/1999	646	20646			1												
6/4/1999	646	20646			1												
6/11/1999	646	20646			1												
7/9/1999	646	20646			1												
8/13/1999	646	20646			1												
11/4/1999	646	20646		advised he will not be given food if he refuses to eat in the community kitchen	1												
12/9/1999	646	20646			1												
1/24/2000	646	20646			1												
5/4/2000	646	20646		clothing	1												
6/27/2000	646	20646		clothing	1												
7/27/2000	646	20646			1												
8/31/2000	646	20646			1												
10/13/2000	646	20646			1												
11/14/2000	646	20646			1												
12/4/2000	646	20646			1												
2/20/2001	646	20646			1												
4/30/2001	646	20646			1												
8/23/2001	646	20646			1												
2/15/2002	646	20646			1												
3/19/2002	646	20646			0												
6/20/2002	646	20646		razor	1												
12/30/2002	646	20646			1							0.00					
1/21/2003	646	20646		food	1							0.00					
2/25/2003	646	20646			1							0.00					
3/18/2003	646	20646			1							0.00					
5/29/2003	646	20646			1							0.00					
11/16/1999	647	20647		clothes	5												
2/22/2000	647	20647		clothes	5												
6/13/2000	647	20647		clothes	6												
7/6/2000	647	20647		Father needs $60.36 for duke power	0												
11/20/2001	647	20647		clothing	5												
4/13/2004	647	20647					3					0.00					
1/29/2002	648	20648		clothing	1												
1/14/1999	650	20650		bis passes - 1 book	0												
2/16/1999	650	20650			1												
4/19/1999	650	20650		bus tickets (4)	1												
5/7/2001	650	20650			1												
1/22/2002	650	20650		bus passes for two weeks	1												
3/2/2004	650	20650					6					0.00					
10/7/2004	650	20650					2					0.00					
6/4/2002	651	20651			1												
7/13/2000	652	20652		clothing	0												
1/16/2001	652	20652		clothes	1												
6/12/2001	652	20652		clothing	1												
2/26/2002	652	20652		clothing	2												
8/29/2002	652	20652			2		7					0.00					
8/18/2003	652	20652			2							0.00					
9/30/2004	652	20652					3					0.00					
1/25/2005	652	20652					3			1		0.00					
2/25/1999	653	20653		clothin	1												
12/16/1999	653	20653		clothes	1												
2/1/2000	653	20653		hygiene	1												
8/15/2000	653	20653		clothes	1												
9/18/2000	653	20653		clothes	1												
9/22/2000	653	20653		"clothing, hygiene"	0												
11/9/2000	653	20653		clothes	1												
1/18/2001	653	20653		clothes	1												
